source_dataset,file_id,raw_mask_path,standardized_mask_path,raw_mask_unique_values,standardized_mask_unique_values,standardization_status
G1020,image_244,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_244.png,data/processed/standardized_masks/g1020/image_244.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_245,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_245.png,data/processed/standardized_masks/g1020/image_245.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2455,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2455.png,data/processed/standardized_masks/g1020/image_2455.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2456,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2456.png,data/processed/standardized_masks/g1020/image_2456.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2457,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2457.png,data/processed/standardized_masks/g1020/image_2457.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2458,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2458.png,data/processed/standardized_masks/g1020/image_2458.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2459,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2459.png,data/processed/standardized_masks/g1020/image_2459.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_246,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_246.png,data/processed/standardized_masks/g1020/image_246.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_247,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_247.png,data/processed/standardized_masks/g1020/image_247.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2470,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2470.png,data/processed/standardized_masks/g1020/image_2470.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2471,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2471.png,data/processed/standardized_masks/g1020/image_2471.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2473,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2473.png,data/processed/standardized_masks/g1020/image_2473.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2474,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2474.png,data/processed/standardized_masks/g1020/image_2474.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2475,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2475.png,data/processed/standardized_masks/g1020/image_2475.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_248,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_248.png,data/processed/standardized_masks/g1020/image_248.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2482,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2482.png,data/processed/standardized_masks/g1020/image_2482.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2483,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2483.png,data/processed/standardized_masks/g1020/image_2483.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_249,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_249.png,data/processed/standardized_masks/g1020/image_249.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_250,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_250.png,data/processed/standardized_masks/g1020/image_250.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2503,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2503.png,data/processed/standardized_masks/g1020/image_2503.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2504,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2504.png,data/processed/standardized_masks/g1020/image_2504.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2505,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2505.png,data/processed/standardized_masks/g1020/image_2505.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2507,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2507.png,data/processed/standardized_masks/g1020/image_2507.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2512,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2512.png,data/processed/standardized_masks/g1020/image_2512.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2513,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2513.png,data/processed/standardized_masks/g1020/image_2513.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2514,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2514.png,data/processed/standardized_masks/g1020/image_2514.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2515,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2515.png,data/processed/standardized_masks/g1020/image_2515.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2516,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2516.png,data/processed/standardized_masks/g1020/image_2516.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2523,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2523.png,data/processed/standardized_masks/g1020/image_2523.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2524,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2524.png,data/processed/standardized_masks/g1020/image_2524.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2525,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2525.png,data/processed/standardized_masks/g1020/image_2525.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2526,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2526.png,data/processed/standardized_masks/g1020/image_2526.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2527,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2527.png,data/processed/standardized_masks/g1020/image_2527.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2528,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2528.png,data/processed/standardized_masks/g1020/image_2528.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2529,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2529.png,data/processed/standardized_masks/g1020/image_2529.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2530,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2530.png,data/processed/standardized_masks/g1020/image_2530.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2531,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2531.png,data/processed/standardized_masks/g1020/image_2531.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2532,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2532.png,data/processed/standardized_masks/g1020/image_2532.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2533,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2533.png,data/processed/standardized_masks/g1020/image_2533.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2534,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2534.png,data/processed/standardized_masks/g1020/image_2534.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_255,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_255.png,data/processed/standardized_masks/g1020/image_255.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2550,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2550.png,data/processed/standardized_masks/g1020/image_2550.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2551,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2551.png,data/processed/standardized_masks/g1020/image_2551.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2552,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2552.png,data/processed/standardized_masks/g1020/image_2552.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2553,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2553.png,data/processed/standardized_masks/g1020/image_2553.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2554,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2554.png,data/processed/standardized_masks/g1020/image_2554.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2555,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2555.png,data/processed/standardized_masks/g1020/image_2555.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2558,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2558.png,data/processed/standardized_masks/g1020/image_2558.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2559,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2559.png,data/processed/standardized_masks/g1020/image_2559.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_256,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_256.png,data/processed/standardized_masks/g1020/image_256.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2562,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2562.png,data/processed/standardized_masks/g1020/image_2562.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2563,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2563.png,data/processed/standardized_masks/g1020/image_2563.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2564,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2564.png,data/processed/standardized_masks/g1020/image_2564.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2565,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2565.png,data/processed/standardized_masks/g1020/image_2565.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2566,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2566.png,data/processed/standardized_masks/g1020/image_2566.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2567,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2567.png,data/processed/standardized_masks/g1020/image_2567.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2568,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2568.png,data/processed/standardized_masks/g1020/image_2568.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2569,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2569.png,data/processed/standardized_masks/g1020/image_2569.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2570,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2570.png,data/processed/standardized_masks/g1020/image_2570.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2571,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2571.png,data/processed/standardized_masks/g1020/image_2571.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2572,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2572.png,data/processed/standardized_masks/g1020/image_2572.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2573,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2573.png,data/processed/standardized_masks/g1020/image_2573.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2574,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2574.png,data/processed/standardized_masks/g1020/image_2574.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2575,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2575.png,data/processed/standardized_masks/g1020/image_2575.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2576,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2576.png,data/processed/standardized_masks/g1020/image_2576.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2577,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2577.png,data/processed/standardized_masks/g1020/image_2577.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2578,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2578.png,data/processed/standardized_masks/g1020/image_2578.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2579,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2579.png,data/processed/standardized_masks/g1020/image_2579.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2588,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2588.png,data/processed/standardized_masks/g1020/image_2588.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2589,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2589.png,data/processed/standardized_masks/g1020/image_2589.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2602,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2602.png,data/processed/standardized_masks/g1020/image_2602.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2605,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2605.png,data/processed/standardized_masks/g1020/image_2605.png,"[0, 2]","[0, 2]",already_0_1_2
G1020,image_2606,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2606.png,data/processed/standardized_masks/g1020/image_2606.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2607,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2607.png,data/processed/standardized_masks/g1020/image_2607.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2608,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2608.png,data/processed/standardized_masks/g1020/image_2608.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_261,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_261.png,data/processed/standardized_masks/g1020/image_261.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2611,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2611.png,data/processed/standardized_masks/g1020/image_2611.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2612,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2612.png,data/processed/standardized_masks/g1020/image_2612.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_262,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_262.png,data/processed/standardized_masks/g1020/image_262.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2622,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2622.png,data/processed/standardized_masks/g1020/image_2622.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2623,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2623.png,data/processed/standardized_masks/g1020/image_2623.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_264,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_264.png,data/processed/standardized_masks/g1020/image_264.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_265,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_265.png,data/processed/standardized_masks/g1020/image_265.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2651,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2651.png,data/processed/standardized_masks/g1020/image_2651.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2652,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2652.png,data/processed/standardized_masks/g1020/image_2652.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2654,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2654.png,data/processed/standardized_masks/g1020/image_2654.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2655,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2655.png,data/processed/standardized_masks/g1020/image_2655.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2656,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2656.png,data/processed/standardized_masks/g1020/image_2656.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2658,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2658.png,data/processed/standardized_masks/g1020/image_2658.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_266,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_266.png,data/processed/standardized_masks/g1020/image_266.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2661,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2661.png,data/processed/standardized_masks/g1020/image_2661.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2662,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2662.png,data/processed/standardized_masks/g1020/image_2662.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2668,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2668.png,data/processed/standardized_masks/g1020/image_2668.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2669,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2669.png,data/processed/standardized_masks/g1020/image_2669.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2676,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2676.png,data/processed/standardized_masks/g1020/image_2676.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2677,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2677.png,data/processed/standardized_masks/g1020/image_2677.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2685,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2685.png,data/processed/standardized_masks/g1020/image_2685.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2686,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2686.png,data/processed/standardized_masks/g1020/image_2686.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2687,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2687.png,data/processed/standardized_masks/g1020/image_2687.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2688,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2688.png,data/processed/standardized_masks/g1020/image_2688.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2689,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2689.png,data/processed/standardized_masks/g1020/image_2689.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2690,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2690.png,data/processed/standardized_masks/g1020/image_2690.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2691,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2691.png,data/processed/standardized_masks/g1020/image_2691.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2692,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2692.png,data/processed/standardized_masks/g1020/image_2692.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2693,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2693.png,data/processed/standardized_masks/g1020/image_2693.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2694,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2694.png,data/processed/standardized_masks/g1020/image_2694.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2695,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2695.png,data/processed/standardized_masks/g1020/image_2695.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2698,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2698.png,data/processed/standardized_masks/g1020/image_2698.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2699,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2699.png,data/processed/standardized_masks/g1020/image_2699.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2700,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2700.png,data/processed/standardized_masks/g1020/image_2700.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2701,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2701.png,data/processed/standardized_masks/g1020/image_2701.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2702,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2702.png,data/processed/standardized_masks/g1020/image_2702.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2703,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2703.png,data/processed/standardized_masks/g1020/image_2703.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2707,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2707.png,data/processed/standardized_masks/g1020/image_2707.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2708,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2708.png,data/processed/standardized_masks/g1020/image_2708.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2709,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2709.png,data/processed/standardized_masks/g1020/image_2709.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2710,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2710.png,data/processed/standardized_masks/g1020/image_2710.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2711,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2711.png,data/processed/standardized_masks/g1020/image_2711.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2712,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2712.png,data/processed/standardized_masks/g1020/image_2712.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2713,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2713.png,data/processed/standardized_masks/g1020/image_2713.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2714,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2714.png,data/processed/standardized_masks/g1020/image_2714.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2728,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2728.png,data/processed/standardized_masks/g1020/image_2728.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2729,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2729.png,data/processed/standardized_masks/g1020/image_2729.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2730,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2730.png,data/processed/standardized_masks/g1020/image_2730.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2731,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2731.png,data/processed/standardized_masks/g1020/image_2731.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2732,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2732.png,data/processed/standardized_masks/g1020/image_2732.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2733,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2733.png,data/processed/standardized_masks/g1020/image_2733.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2734,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2734.png,data/processed/standardized_masks/g1020/image_2734.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2735,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2735.png,data/processed/standardized_masks/g1020/image_2735.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2736,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2736.png,data/processed/standardized_masks/g1020/image_2736.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2737,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2737.png,data/processed/standardized_masks/g1020/image_2737.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2738,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2738.png,data/processed/standardized_masks/g1020/image_2738.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2739,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2739.png,data/processed/standardized_masks/g1020/image_2739.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2765,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2765.png,data/processed/standardized_masks/g1020/image_2765.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2766,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2766.png,data/processed/standardized_masks/g1020/image_2766.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2767,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2767.png,data/processed/standardized_masks/g1020/image_2767.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2768,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2768.png,data/processed/standardized_masks/g1020/image_2768.png,"[0, 1]","[0, 1]",already_0_1_2
